"datacenter","county","operator","voltage_kv","transmission_owner","distance_km"
"Tier.Net Dallas Data Center","Dallas","TierNet","138","ONCOR ELECTRIC DELIVERY CO.","4.54"
"QTS Irving DC3","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.28"
"Wowrack Dallas","Dallas","Wowrack","138","ONCOR ELECTRIC DELIVERY CO.","5.04"
"Psychz Dallas","Dallas","Psychz Networks","138","ONCOR ELECTRIC DELIVERY CO.","4.54"
"Lumen Dallas 2","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.43"
"8435 Stemmons Freeway (DFW36)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","4.42"
"Cologix DAL1","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","9.34"
"Cologix DAL2","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","9.43"
"Cologix DAL3","Dallas","Cologix","138","ONCOR ELECTRIC DELIVERY CO.","9.43"
"Flexential Dallas - Downtown Data Center","Dallas","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","9.34"
"Hivelocity - Dallas 1","Dallas","Hivelocity","138","ONCOR ELECTRIC DELIVERY CO.","4.54"
"IBM DAL01","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","9.42"
"PowerHouse Irving - Building A","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.85"
"PowerHouse Irving - Building C","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.96"
"PowerHouse Irving - Building B","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.88"
"STACK Infrastructure","Dallas","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.34"
"Lumen Dallas","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","3.51"
"QTS Irving DC5","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.36"
"QTS Irving DC6","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.36"
"Lumen Dallas","Dallas","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","4.81"
"PowerHouse Irving Campus","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.90"
"NocRoom Dallas Colocation and VPS","Dallas","NocRoom Miami Colocation VPS","138","ONCOR ELECTRIC DELIVERY CO.","4.22"
"Lunavi Dallas","Dallas","Lunavi","138","ONCOR ELECTRIC DELIVERY CO.","9.42"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","138","ONCOR ELECTRIC DELIVERY CO.","7.77"
"Datacenter Park - Dallas","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.40"
"Digital Realty Garland Campus","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.48"
"908 Quality Way (DFW20)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.42"
"904 Quality Way (DFW21)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.42"
"1702 W Campbell Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.48"
"1502 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.30"
"1505 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.26"
"GDC - Dallas TX1 Data Center","Dallas","Dallas TX1 Data Center","138","ONCOR ELECTRIC DELIVERY CO.","9.55"
"DataBank DFW2 - North Dallas","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","6.42"
"365 Data Centers - Richardson","Dallas","365 Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.44"
"GDC - Dallas TX2 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","9.44"
"GDC - Dallas TX4 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","9.28"
"DataBank DFW7 - Dallas LBJ","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","6.29"
"Rackspace Dallas 2","Dallas","Rackspace Hosting","138","ONCOR ELECTRIC DELIVERY CO.","6.28"
"GDC - Dallas TX3 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","9.39"
"DigiCo Dallas DAL1","Dallas","DigiCo Infrastructure REIT","138","ONCOR ELECTRIC DELIVERY CO.","8.49"
"KDC Richardson","Dallas","KDC","138","ONCOR ELECTRIC DELIVERY CO.","8.52"
"CyrusOne DFW6 - Richardson","Dallas","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.52"
"NTT Garland Campus","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","9.36"
"H5Colo  Inc.","Dallas","H5 Colo Inc.","138","ONCOR ELECTRIC DELIVERY CO.","5.14"
"1232 Alma Road (DFW16)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.44"
"850 E. Collins Boulevard (DFW28)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.61"
"900 Quality Way (DFW17)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.53"
"1210 Integrity Drive (DFW18)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.45"
"1215 Integrity Drive (DFW25)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.24"
"950 E. Collins Boulevard (DFW29)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.53"
"4849 Alpha Road (DFW14)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.83"
"907 Security Row (DFW35)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.19"
"IBM DAL05","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","9.83"
"ECL TerraSite-TX1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","4.62"
"Project Annie","Lamar","Soluna Computing","138","ONCOR ELECTRIC DELIVERY CO.","2.39"
"TRG Houston Data Center","Harris","TRG vs Cyrus One vs Data Foundry.pdf","345","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","4.05"
"Stream DC Houston I - The Woodlands","Montgomery","Follow on LinkedIn","345","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.23"
"CyrusOne SAT1 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","5.23"
"CyrusOne SAT2 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","4.18"
"SATC Colo","Bexar","SATC Colo","138","BANDERA ELECTRIC COOP, INC","9.83"
"Stream DC San Antonio III","Bexar","Stream Data Centers","138","BANDERA ELECTRIC COOP, INC","7.38"
"Microsoft San Antonio (SAT15)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","6.28"
"Amazon AWS SAT - 7400 Potranco","Bexar","Amazon AWS","138","BANDERA ELECTRIC COOP, INC","0.32"
"CyrusOne SAT3 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","4.07"
"Microsoft Wiseman Boulevard (SAT14)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","5.16"
"CyrusOne SAT4 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","3.98"
"Microsoft San Antonio (SN7)","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","6.71"
"QTS San Antonio","Bexar","QTS Data Centers","138","BANDERA ELECTRIC COOP, INC","1.34"
"Microsoft San Antonio Chevron","Bexar","Microsoft","138","BANDERA ELECTRIC COOP, INC","6.31"
"Stream DC San Antonio II - Westover Hills","Bexar","Stream Data Centers","138","BANDERA ELECTRIC COOP, INC","4.17"
"TierPoint Dallas - Fort Worth","Tarrant","TierPoint","138","ONCOR ELECTRIC DELIVERY CO.","8.57"
"QTS Fort Worth 1 DC1","Tarrant","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.75"
"Meta Fort Worth Data Center","Tarrant","Meta","138","ONCOR ELECTRIC DELIVERY CO.","9.32"
"7500 Metro Center Drive (AUS11)","Travis","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","4.73"
"Lumen Austin 4","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","3.85"
"CyrusOne AUS3 - Austin","Travis","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","5.01"
"CyrusOne AUS2 - Austin","Travis","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","5.11"
"Element Critical Austin One","Travis","Element Critical","138","ONCOR ELECTRIC DELIVERY CO.","9.82"
"Data Foundry - Texas 1","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","5.40"
"LightEdge - Austin II","Travis","LightEdge","138","ONCOR ELECTRIC DELIVERY CO.","5.53"
"LightEdge - Austin I","Travis","LightEdge","138","ONCOR ELECTRIC DELIVERY CO.","3.93"
"LOGIX Austin","Travis","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","1.29"
"Hostway Austin Waller","Travis","Hostway Services, Inc","138","ONCOR ELECTRIC DELIVERY CO.","1.00"
"Data Foundry - Texas 2","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","5.51"
"Cogent Data Center - Austin","Travis","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","4.90"
"Data Foundry - Austin 1","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","4.37"
"Core Scientific Austin","Travis","Core Scientific","138","ONCOR ELECTRIC DELIVERY CO.","5.77"
"Data Foundry - The Data Ranch","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","5.51"
"American Tower EDC Austin","Travis","American Tower Corporation","138","ONCOR ELECTRIC DELIVERY CO.","1.77"
"Hostway Austin Trade Center","Travis","Hostway Services, Inc","138","ONCOR ELECTRIC DELIVERY CO.","4.28"
"Lumen Austin 1","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","5.81"
"Lumen Austin 3","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","1.30"
"Bestline Communications","Travis","Bestline Communications, L.P.","138","ONCOR ELECTRIC DELIVERY CO.","8.90"
"SATC Colo","Bexar","SATC Colo","138","BANDERA ELECTRIC COOP, INC","2.66"
"Lumen San Antonio 3","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","7.37"
"Crusoe Abilene - Building 3","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","0.92"
"Crusoe Abilene - Building 2","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","0.77"
"Crusoe Abilene - Building 1","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","0.82"
"Crusoe Abilene - Building 7","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","1.17"
"Crusoe Abilene - Building 8","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","1.13"
"Crusoe Abilene - Building 6","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","1.03"
"Crusoe Abilene - Building 4","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","0.87"
"Crusoe Abilene - Building 5","Taylor","Crusoe Cloud","138","TAYLOR ELECTRIC COOP INC - (TX)","1.06"
"Lumen Corpus Christi 1","Nueces","Lumen","138","AEP TEXAS CENTRAL CO.","3.31"
"CyrusOne DFW1 - Carrollton","Denton","DFW1 Spec Sheet","138","ONCOR ELECTRIC DELIVERY CO.","7.67"
"Centersquare - Dallas DFW3-A","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.45"
"Alpha Data Center","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","4.90"
"VAZATA Dallas I","Denton","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","4.42"
"Evocative DAL6","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.51"
"Serverphase Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","1.35"
"DataBank DFW7 - Dallas LBJ","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","7.99"
"Equinix DA7","Collin","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","9.90"
"Resilience DFW","Collin","Overwatch Capital","138","ONCOR ELECTRIC DELIVERY CO.","9.77"
"VAZATA Dallas II","Dallas","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","0.30"
"STACK Infrastructure DFW01A","Collin","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.89"
"CoreWeave Plano","Collin","CoreWeave","138","ONCOR ELECTRIC DELIVERY CO.","8.65"
"Neutron Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","4.86"
"STACK Infrastructure DFW01C","Collin","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","9.94"
"Skybox Legacy Campus","Collin","Skybox Datacenters","138","ONCOR ELECTRIC DELIVERY CO.","9.75"
"1000 Coit Road","Collin","Lincoln Rackhouse","138","ONCOR ELECTRIC DELIVERY CO.","8.79"
"4025 Midway Rd (DFW11)","Denton","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","4.42"
"H5Colo  Inc.","Dallas","H5 Colo Inc.","138","ONCOR ELECTRIC DELIVERY CO.","9.08"
"2440 Marsh Lane (DFW12)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","0.30"
"4849 Alpha Road (DFW14)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","5.06"
"Flexential Dallas - Richardson Data Center","Collin","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","8.90"
"IBM DAL05","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","5.06"
"ColoHouse Dallas","Denton","ColoHouse","138","ONCOR ELECTRIC DELIVERY CO.","7.50"
"Mobius Partners - Farmers Branch","Dallas","Mobius Partners","138","ONCOR ELECTRIC DELIVERY CO.","3.26"
"Datacenter Park - Dallas","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.38"
"Digital Realty Garland Campus","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.11"
"908 Quality Way (DFW20)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.28"
"904 Quality Way (DFW21)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.34"
"1702 W Campbell Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.11"
"1502 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.82"
"1505 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.86"
"GDC - Dallas TX1 Data Center","Dallas","Dallas TX1 Data Center","138","ONCOR ELECTRIC DELIVERY CO.","7.50"
"DataBank DFW2 - North Dallas","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","7.34"
"365 Data Centers - Richardson","Dallas","365 Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.03"
"GDC - Dallas TX2 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","7.47"
"GDC - Dallas TX4 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","7.29"
"Rackspace Dallas 2","Dallas","Rackspace Hosting","138","ONCOR ELECTRIC DELIVERY CO.","7.48"
"GDC - Dallas TX3 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","7.48"
"DigiCo Dallas DAL1","Dallas","DigiCo Infrastructure REIT","138","ONCOR ELECTRIC DELIVERY CO.","8.52"
"KDC Richardson","Dallas","KDC","138","ONCOR ELECTRIC DELIVERY CO.","8.45"
"CyrusOne DFW6 - Richardson","Dallas","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.45"
"NTT Garland Campus","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","7.34"
"1232 Alma Road (DFW16)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.61"
"850 E. Collins Boulevard (DFW28)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.64"
"900 Quality Way (DFW17)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.55"
"1210 Integrity Drive (DFW18)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.54"
"1215 Integrity Drive (DFW25)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.38"
"950 E. Collins Boulevard (DFW29)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.40"
"907 Security Row (DFW35)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.18"
"Cisco Richardson Data Center","Collin","Cisco Systems","138","ONCOR ELECTRIC DELIVERY CO.","9.69"
"Duos Edge AI - Victoria EDC","Victoria","Duos Edge AI, Inc.","138","ONCOR ELECTRIC DELIVERY COMPANY LLC","6.23"
"Rowan Moriah Campus","Bell","Rowan Digital Infrastructure","345","ONCOR ELECTRIC DELIVERY CO.","1.42"
"Project Dorothy I","Briscoe","Soluna Computing","345","SOUTHWESTERN PUBLIC SERVICE CO","5.88"
"CyrusOne DFW3 - Allen","Collin","DFW3 Spec Sheet","138","ONCOR ELECTRIC DELIVERY CO.","0.43"
"Tierpoint Dallas-Allen","Collin","DA2 Spec Sheet","138","ONCOR ELECTRIC DELIVERY CO.","0.50"
"Centersquare - Dallas DFW2-A","Collin","Centersquare","138","ONCOR ELECTRIC DELIVERY CO.","0.46"
"ScaleMatrix Dallas","Collin","ScaleMatrix","138","ONCOR ELECTRIC DELIVERY CO.","0.52"
"Aligned DFW-01","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.89"
"Evocative DAL1","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.88"
"GIPNetworks Plano","Collin","Plano Data Center | Global IP Networks","138","ONCOR ELECTRIC DELIVERY CO.","9.55"
"Aligned DFW-02","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.89"
"Plano Campus","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.89"
"Cisco Allen Data Center","Collin","Cisco Systems","138","ONCOR ELECTRIC DELIVERY CO.","0.20"
"IBM DAL07","Collin","IBM","138","ONCOR ELECTRIC DELIVERY CO.","9.95"
"CyrusOne DFW5 - Allen","Collin","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","0.63"
"CyrusOne DFW4 - Allen","Collin","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","0.47"
"5CDC Dallas-Fort Worth - DFW01","Tarrant","5C Group Inc.","138","ONCOR ELECTRIC DELIVERY CO.","2.95"
"Black Mountain Power LLC","Tarrant","Unknown Company","138","ONCOR ELECTRIC DELIVERY CO.","1.22"
"ECL TerraSite-TX1","Harris","Follow on LinkedIn","345","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","4.91"
"Project Annie","Lamar","Soluna Computing","345","ONCOR ELECTRIC DELIVERY CO.","1.34"
"Windstream Laredo","","Windstream","138","AEP TEXAS CENTRAL CO.","6.77"
"Lumen Laredo 1","","Lumen","138","AEP TEXAS CENTRAL CO.","6.87"
"IRVING-TX (Dallas, Texas)","Dallas","Follow on LinkedIn","345","ONCOR ELECTRIC DELIVERY CO.","9.68"
"Prime Dallas Data Center Campus","Dallas","Follow on LinkedIn","345","ONCOR ELECTRIC DELIVERY CO.","4.42"
"Equinix DA1","Dallas","Equinix DA1 Specsheet","345","ONCOR ELECTRIC DELIVERY CO.","8.61"
"Equinix DA6","Dallas","Equinix DA6 Specsheet","345","ONCOR ELECTRIC DELIVERY CO.","8.59"
"CoreSpace Dallas Data Center","Dallas","Cummins Gen","345","ONCOR ELECTRIC DELIVERY CO.","3.79"
"Equinix DA2","Dallas","Equinix DA2 Specsheet","345","ONCOR ELECTRIC DELIVERY CO.","8.61"
"Equinix DA11","Dallas","Equinix DA11 Specsheet","345","ONCOR ELECTRIC DELIVERY CO.","8.45"
"Prime Dallas - Data Center 1","Dallas","Follow on LinkedIn","345","ONCOR ELECTRIC DELIVERY CO.","4.46"
"TierPoint Dallas","Dallas","TierPoint","345","ONCOR ELECTRIC DELIVERY CO.","5.06"
"Prime Dallas - Data Center 2","Dallas","Prime Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","4.46"
"Equinix DA3","Dallas","Equinix","345","ONCOR ELECTRIC DELIVERY CO.","8.61"
"DataBank DFW5 - Dallas Infomart","Dallas","DataBank","345","ONCOR ELECTRIC DELIVERY CO.","8.60"
"DataBank DFW6 - Dallas Love Field","Dallas","DataBank","345","ONCOR ELECTRIC DELIVERY CO.","5.51"
"Infomart Dallas","Dallas","Equinix","345","ONCOR ELECTRIC DELIVERY CO.","8.60"
"Edged Dallas-Fort Worth DFW01","Dallas","Edged Energy","345","ONCOR ELECTRIC DELIVERY CO.","0.28"
"DataBank DFW4 - Dallas Empire","Dallas","DataBank","345","ONCOR ELECTRIC DELIVERY CO.","3.92"
"ColoCrossing DFW1","Dallas","ColoCrossing","345","ONCOR ELECTRIC DELIVERY CO.","5.04"
"Equinix DA9","Dallas","Equinix","345","ONCOR ELECTRIC DELIVERY CO.","1.75"
"Cogent Data Center - Irving","Dallas","Cogent Communications, Inc.","345","ONCOR ELECTRIC DELIVERY CO.","2.09"
"ServerMania Dallas Data Center","Dallas","ServerMania Inc","345","ONCOR ELECTRIC DELIVERY CO.","5.07"
"QTS Irving Campus","Dallas","QTS Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","9.95"
"Epic.io Dallas Data Center","Dallas","Epic.io","345","ONCOR ELECTRIC DELIVERY CO.","4.92"
"Centersquare - Dallas DFW1","Tarrant","Centersquare","345","ONCOR ELECTRIC DELIVERY CO.","2.42"
"QTS Irving DC1 & DC2","Dallas","QTS Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","9.96"
"Tier.Net Dallas Data Center","Dallas","TierNet","345","ONCOR ELECTRIC DELIVERY CO.","4.46"
"Cogent Data Center - Dallas 2","Dallas","Cogent Communications, Inc.","345","ONCOR ELECTRIC DELIVERY CO.","9.01"
"QTS Irving DC3","Dallas","QTS Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","9.83"
"Wowrack Dallas","Dallas","Wowrack","345","ONCOR ELECTRIC DELIVERY CO.","4.25"
"Psychz Dallas","Dallas","Psychz Networks","345","ONCOR ELECTRIC DELIVERY CO.","4.46"
"Lumen Dallas 2","Dallas","Follow on LinkedIn","345","ONCOR ELECTRIC DELIVERY CO.","8.61"
"8435 Stemmons Freeway (DFW36)","Dallas","Digital Realty","345","ONCOR ELECTRIC DELIVERY CO.","4.24"
"Cologix DAL1","Dallas","Cologix","345","ONCOR ELECTRIC DELIVERY CO.","8.50"
"Cologix DAL2","Dallas","Cologix","345","ONCOR ELECTRIC DELIVERY CO.","8.61"
"Cologix DAL3","Dallas","Cologix","345","ONCOR ELECTRIC DELIVERY CO.","8.61"
"Flexential Dallas - Downtown Data Center","Dallas","Flexential","345","ONCOR ELECTRIC DELIVERY CO.","8.50"
"Hivelocity - Dallas 1","Dallas","Hivelocity","345","ONCOR ELECTRIC DELIVERY CO.","4.47"
"IBM DAL01","Dallas","IBM","345","ONCOR ELECTRIC DELIVERY CO.","8.60"
"IBM DAL02/06","Dallas","IBM","345","ONCOR ELECTRIC DELIVERY CO.","9.11"
"PowerHouse Irving - Building A","Dallas","PowerHouse Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","8.24"
"PowerHouse Irving - Building C","Dallas","PowerHouse Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","8.42"
"PowerHouse Irving - Building B","Dallas","PowerHouse Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","8.31"
"STACK Infrastructure","Dallas","STACK INFRASTRUCTURE","345","ONCOR ELECTRIC DELIVERY CO.","8.50"
"Lumen Dallas","Dallas","Lumen","345","ONCOR ELECTRIC DELIVERY CO.","3.42"
"QTS Irving DC5","Dallas","QTS Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","9.99"
"QTS Irving DC6","Dallas","QTS Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","9.99"
"Lumen Dallas","Dallas","Lumen","345","ONCOR ELECTRIC DELIVERY CO.","4.04"
"PowerHouse Irving Campus","Dallas","PowerHouse Data Centers","345","ONCOR ELECTRIC DELIVERY CO.","8.35"
"NocRoom Dallas Colocation and VPS","Dallas","NocRoom Miami Colocation VPS","345","ONCOR ELECTRIC DELIVERY CO.","3.48"
"Lunavi Dallas","Dallas","Lunavi","345","ONCOR ELECTRIC DELIVERY CO.","8.60"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","345","ONCOR ELECTRIC DELIVERY CO.","7.77"
"San Antonio Data Center","Bexar","Five 9s Digital, LLC","138","BANDERA ELECTRIC COOP, INC","9.67"
"Lumen San Antonio 3","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","7.44"
"IRVING-TX (Dallas, Texas)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.68"
"QTS Irving Campus","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.95"
"Centersquare - Dallas DFW1","Tarrant","Centersquare","138","ONCOR ELECTRIC DELIVERY CO.","2.02"
"QTS Irving DC1 & DC2","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.96"
"QTS Irving DC3","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.83"
"QTS Irving DC5","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.99"
"QTS Irving DC6","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.99"
"1001 Texas Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.05"
"Netrality - 1301 Fannin","Harris","Netrality Houston - Data Sheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.73"
"DataBank HOU5 - Houston Galleria","Harris","HOU5 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.82"
"Quasar Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.05"
"Crown Castle Houston (TX1)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.44"
"LOGIX Houston #2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.47"
"24 Hour Data Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.24"
"Verizon Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.14"
"ECL TerraSite-TX1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","2.26"
